,Store_Name,Categories,Location,Zip_Code,Price,Rating,Review_Count,geometry,State,County,City,Name,RegionID,price_int,chain,strictly_coffee,coffee_is_cat,breakfast_and_brunch,bakeries,diner,deli,ice_cream_and_froyo,juice_and_smoothie,primary_category,Latitude,Longitude
3483,Los Pekes Ice Cream & Coffee,"['Desserts', 'Coffee & Tea', 'Ice Cream & Frozen Yogurt']","(41.779022216796903, -87.717102050781193)",60629.0,$,4.5,6,POINT (-87.71710205078119 41.7790222167969),IL,Cook,Chicago,West Lawn,269614,1,0,0,1,0,0,0,0,1,0,ice_cream_and_froyo,41.7790222167969,-87.7171020507812
3484,Sawada Coffee,['Coffee & Tea'],"(41.883650000000003, -87.648960000000002)",60607.0,$$,4.5,408,POINT (-87.64896 41.88365),IL,Cook,Chicago,West Town,269615,2,0,1,1,0,0,0,0,0,0,strictly_coffee,41.88365,-87.64896
3485,The Allis,"['Bars', 'Breakfast & Brunch']","(41.883746000000002, -87.648280999999997)",60607.0,$$,4.0,511,POINT (-87.648281 41.883746),IL,Cook,Chicago,West Town,269615,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,41.883746,-87.648281
3486,Jubilee Juice & Grill,"['Juice Bars & Smoothies', 'Burgers', 'Seafood']","(41.884061500000001, -87.647514799999996)",60661.0,$$,4.0,384,POINT (-87.6475148 41.8840615),IL,Cook,Chicago,West Town,269615,2,0,0,0,0,0,0,0,0,1,juice_and_smoothie,41.8840615,-87.6475148
3487,Little Goat Bread,['Bakeries'],"(41.884646059058603, -87.648412698213804)",60607.0,$$,3.5,41,POINT (-87.6484126982138 41.8846460590586),IL,Cook,Chicago,West Town,269615,2,0,0,0,0,1,0,0,0,0,bakeries,41.8846460590586,-87.6484126982138
3488,BomboBar,"['Donuts', 'Gelato', 'Coffee & Tea']","(41.884672199999997, -87.648869899999994)",60607.0,$$,4.0,547,POINT (-87.64886989999999 41.8846722),IL,Cook,Chicago,West Town,269615,2,0,0,1,0,0,0,0,0,0,other,41.8846722,-87.6488699
3489,Publican Quality Meats,"['Butcher', 'Delis', 'Meat Shops']","(41.8866482860074, -87.648498128403006)",60607.0,$$,4.0,545,POINT (-87.64849812840301 41.8866482860074),IL,Cook,Chicago,West Town,269615,2,0,0,0,0,0,0,1,0,0,deli,41.8866482860074,-87.648498128403
3490,Beatrix Fulton Market,"['Breakfast & Brunch', 'American (New)']","(41.886914900000001, -87.648907699999995)",60607.0,$$,4.0,176,POINT (-87.6489077 41.8869149),IL,Cook,Chicago,West Town,269615,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,41.8869149,-87.6489077
3491,Green Grocer Chicago,['Grocery'],"(41.891307830810497, -87.662521362304702)",60642.0,$$,4.5,146,POINT (-87.6625213623047 41.8913078308105),IL,Cook,Chicago,West Town,269615,2,0,0,0,0,0,0,0,0,0,other,41.8913078308105,-87.6625213623047
3492,Starbucks,['Coffee & Tea'],"(41.8916799, -87.658795499999997)",60622.0,$$,3.5,29,POINT (-87.6587955 41.8916799),IL,Cook,Chicago,West Town,269615,2,1,1,1,0,0,0,0,0,0,chain,41.8916799,-87.6587955
3493,Nini's Deli,"['Delis', 'Cuban', 'Vegetarian']","(41.892349000000003, -87.66198)",60642.0,$,5.0,496,POINT (-87.66198 41.892349),IL,Cook,Chicago,West Town,269615,1,0,0,0,0,0,0,1,0,0,deli,41.892349,-87.66198
3494,Atomix,"['Coffee & Tea', 'Breakfast & Brunch', 'Vegetarian']","(41.895629999999997, -87.676829999999995)",60622.0,$,3.5,224,POINT (-87.67683 41.89563),IL,Cook,Chicago,West Town,269615,1,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,41.89563,-87.67683
3495,Six06 Cafe Bar,"['Bars', 'Coffee & Tea', 'Creperies']","(41.89573, -87.668930000000003)",60622.0,$$,4.5,31,POINT (-87.66893 41.89573),IL,Cook,Chicago,West Town,269615,2,0,0,1,0,0,0,0,0,0,other,41.89573,-87.66893
3496,Awake Cafe,"['Coffee & Tea', 'Breakfast & Brunch', 'Juice Bars & Smoothies']","(41.896000999999998, -87.661623000000006)",60642.0,$,3.0,41,POINT (-87.66162300000001 41.896001),IL,Cook,Chicago,West Town,269615,1,0,0,1,1,0,0,0,0,1,juice_and_smoothie,41.896001,-87.661623
3497,McDonalds,"['Fast Food', 'Burgers', 'Coffee & Tea']","(41.883330000000001, -87.653620000000004)",60607.0,$,3.0,10,POINT (-87.65362 41.88333),IL,Cook,Chicago,West Town,269615,1,0,0,1,0,0,0,0,0,0,other,41.88333,-87.65362
3498,La Colombe Coffee,['Coffee & Tea'],"(41.884110942717001, -87.651928959323001)",60607.0,$,4.0,406,POINT (-87.651928959323 41.884110942717),IL,Cook,Chicago,West Town,269615,1,1,1,1,0,0,0,0,0,0,chain,41.884110942717,-87.651928959323
3499,Starbucks,['Coffee & Tea'],"(41.884614487500002, -87.651909615197994)",60607.0,$$,3.0,31,POINT (-87.65190961519799 41.8846144875),IL,Cook,Chicago,West Town,269615,2,1,1,1,0,0,0,0,0,0,chain,41.8846144875,-87.651909615198
3500,Foxtrot Market - West Loop,"['Specialty Food', 'Beer, Wine & Spirits']","(41.885330000000003, -87.652950000000004)",60607.0,$$,4.0,14,POINT (-87.65295 41.88533),IL,Cook,Chicago,West Town,269615,2,0,0,0,0,0,0,0,0,0,other,41.88533,-87.65295
3501,Do-Rite Donuts & Chicken,"['Donuts', 'Breakfast & Brunch', 'Coffee & Tea']","(41.885338059515597, -87.652047873495405)",60607.0,$,4.5,122,POINT (-87.65204787349541 41.8853380595156),IL,Cook,Chicago,West Town,269615,1,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,41.8853380595156,-87.6520478734954
3502,Harvest Juicery,['Juice Bars & Smoothies'],"(41.885717433118003, -87.652776247212699)",60601.0,$$,3.5,38,POINT (-87.6527762472127 41.885717433118),IL,Cook,Chicago,West Town,269615,2,0,0,0,0,0,0,0,0,1,juice_and_smoothie,41.885717433118,-87.6527762472127
3503,Cake Sweet Food Chicago,"['Bakeries', 'Desserts']","(41.88588, -87.668379999999999)",60612.0,$$$,5.0,162,POINT (-87.66838 41.88588),IL,Cook,Chicago,West Town,269615,3,0,0,0,0,1,0,0,0,0,bakeries,41.88588,-87.66838
3504,Metric Coffee,"['Coffee Roasteries', 'Coffee & Tea']","(41.8865239, -87.677892799999995)",60612.0,$,4.5,24,POINT (-87.6778928 41.8865239),IL,Cook,Chicago,West Town,269615,1,0,1,1,0,0,0,0,0,0,strictly_coffee,41.8865239,-87.6778928
3505,Jupiter Outpost Cafe,"['Coffee & Tea', 'Sandwiches', 'Delis']","(41.886545099999999, -87.656120000000001)",60607.0,$,4.0,154,POINT (-87.65612 41.8865451),IL,Cook,Chicago,West Town,269615,1,0,0,1,0,0,0,1,0,0,deli,41.8865451,-87.65612
3506,Passion House Coffee Roasters,['Coffee Roasteries'],"(41.886611000000002, -87.677810699999995)",60612.0,$$,5.0,10,POINT (-87.67781069999999 41.886611),IL,Cook,Chicago,West Town,269615,2,0,1,1,0,0,0,0,0,0,strictly_coffee,41.886611,-87.6778107
3507,Sparrow Coffee Roastary,['Coffee Roasteries'],"(41.886880699999999, -87.677838199999997)",60612.0,$$$,5.0,2,POINT (-87.6778382 41.8868807),IL,Cook,Chicago,West Town,269615,3,0,1,1,0,0,0,0,0,0,strictly_coffee,41.8868807,-87.6778382
3508,Intelligentsia Roasting Works & Offices,['Coffee & Tea'],"(41.887076999999998, -87.674048999999997)",60612.0,$$,4.5,19,POINT (-87.674049 41.887077),IL,Cook,Chicago,West Town,269615,2,0,1,1,0,0,0,0,0,0,strictly_coffee,41.887077,-87.674049
3509,Stumptown Coffee Roasters,['Coffee Roasteries'],"(41.887169999999998, -87.651840000000007)",60607.0,$$,4.5,29,POINT (-87.65184000000001 41.88717),IL,Cook,Chicago,West Town,269615,2,0,1,1,0,0,0,0,0,0,strictly_coffee,41.88717,-87.65184
3510,Chicago Bar Company,['Specialty Food'],"(41.887661999999999, -87.665760000000006)",60607.0,$,4.5,4,POINT (-87.66576000000001 41.887662),IL,Cook,Chicago,West Town,269615,1,0,0,0,0,0,0,0,0,0,other,41.887662,-87.66576
3511,Big Delicious Planet Canteen,"['Sandwiches', 'Breakfast & Brunch', 'Bakeries']","(41.889163970947301, -87.674736022949205)",60622.0,$$,4.0,42,POINT (-87.6747360229492 41.8891639709473),IL,Cook,Chicago,West Town,269615,2,0,0,0,1,1,0,0,0,0,bakeries,41.8891639709473,-87.6747360229492
3512,Sip Coffee House & Garden,['Coffee & Tea'],"(41.890769958496101, -87.6583251953125)",60642.0,$,4.5,385,POINT (-87.6583251953125 41.8907699584961),IL,Cook,Chicago,West Town,269615,1,0,1,1,0,0,0,0,0,0,strictly_coffee,41.8907699584961,-87.6583251953125
3513,Breakfast House,['Breakfast & Brunch'],"(41.8909301757812, -87.672103881835895)",60622.0,$$,4.5,296,POINT (-87.67210388183589 41.8909301757812),IL,Cook,Chicago,West Town,269615,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,41.8909301757812,-87.6721038818359
3514,D'amato's Bakery,"['Bakeries', 'Sandwiches']","(41.891188857475001, -87.655708134353304)",60622.0,$,4.5,324,POINT (-87.6557081343533 41.891188857475),IL,Cook,Chicago,West Town,269615,1,0,0,0,0,1,0,0,0,0,bakeries,41.891188857475,-87.6557081343533
3515,Dunkin' Donuts,"['Donuts', 'Coffee & Tea']","(41.883133200000003, -87.6862888)",60612.0,$$,3.0,3,POINT (-87.6862888 41.8831332),IL,Cook,Chicago,West Town,269615,2,1,0,1,0,0,0,0,0,0,chain,41.8831332,-87.6862888
3516,Red Hen Bread,['Bakeries'],"(41.886099999999999, -87.686970000000002)",60612.0,$$,5.0,1,POINT (-87.68697 41.8861),IL,Cook,Chicago,West Town,269615,2,0,0,0,0,1,0,0,0,0,bakeries,41.8861,-87.68697
3517,Fiore Delicatessen,"['Grocery', 'Delis', 'Sandwiches']","(41.893318176269503, -87.684165954589801)",60612.0,$,4.5,137,POINT (-87.6841659545898 41.8933181762695),IL,Cook,Chicago,West Town,269615,1,0,0,0,0,0,0,1,0,0,deli,41.8933181762695,-87.6841659545898
3518,Dark Matter Coffee - The Mothership,['Coffee & Tea'],"(41.89508, -87.68723)",60612.0,$$,4.5,170,POINT (-87.68723 41.89508),IL,Cook,Chicago,West Town,269615,2,0,1,1,0,0,0,0,0,0,strictly_coffee,41.89508,-87.68723
3519,Star Lounge Coffee Bar,['Coffee & Tea'],"(41.895440000000001, -87.690169999999995)",60622.0,$,4.5,486,POINT (-87.69016999999999 41.89544),IL,Cook,Chicago,West Town,269615,1,0,1,1,0,0,0,0,0,0,strictly_coffee,41.89544,-87.69017
3520,Tryzub Ukrainian Kitchen,"['Ukrainian', 'Breakfast & Brunch', 'Creperies']","(41.895805899999999, -87.681943799999999)",60622.0,$$,4.5,108,POINT (-87.6819438 41.8958059),IL,Cook,Chicago,West Town,269615,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,41.8958059,-87.6819438
3521,Il Giardino Del Dolce,['Bakeries'],"(41.932409999999997, -87.806179999999998)",60707.0,$,4.5,84,POINT (-87.80618 41.93241),IL,Cook,Chicago,Montclare,274579,1,0,0,0,0,1,0,0,0,0,bakeries,41.93241,-87.80618
3522,I Due Mondi,['Coffee & Tea'],"(41.929679999999998, -87.806070000000005)",60707.0,$,4.0,7,POINT (-87.80607000000001 41.92968),IL,Cook,Chicago,Montclare,274579,1,0,1,1,0,0,0,0,0,0,strictly_coffee,41.92968,-87.80607
3523,Starbucks,['Coffee & Tea'],"(41.929709099999997, -87.785849999999996)",60639.0,$$,3.0,38,POINT (-87.78585 41.9297091),IL,Cook,Chicago,Montclare,274579,2,1,1,1,0,0,0,0,0,0,chain,41.9297091,-87.78585
3524,Fannie's,"['Coffee & Tea', 'Bakeries', 'Breakfast & Brunch']","(41.9607521312236, -87.754128251888503)",60641.0,$$,4.5,135,POINT (-87.7541282518885 41.9607521312236),IL,Cook,Chicago,Jefferson Park,269588,2,0,0,1,1,1,0,0,0,0,bakeries,41.9607521312236,-87.7541282518885
3525,Sicilia Bakery,"['Bakeries', 'Pizza', 'Italian']","(41.967406099999998, -87.7765287)",60630.0,$,4.5,75,POINT (-87.7765287 41.9674061),IL,Cook,Chicago,Jefferson Park,269588,1,0,0,0,0,1,0,0,0,0,bakeries,41.9674061,-87.7765287
3526,Sandy's Bakery & Deli,"['Bakeries', 'Modern European']","(41.967596899999997, -87.774663399999994)",60630.0,$$$,4.5,24,POINT (-87.77466339999999 41.9675969),IL,Cook,Chicago,Jefferson Park,269588,3,0,0,0,0,1,0,0,0,0,bakeries,41.9675969,-87.7746634
3527,Weston's Coffee & Tap Co.,"['Coffee & Tea', 'Beer Bar', 'Cafes']","(41.969520000000003, -87.762619999999998)",60630.0,$,4.5,29,POINT (-87.76262 41.96952),IL,Cook,Chicago,Jefferson Park,269588,1,0,0,1,0,0,0,0,0,0,other,41.96952,-87.76262
3528,Yellow Rose Cafe,"['Diners', 'Breakfast & Brunch', 'Coffee & Tea']","(41.983669999999996, -87.76634)",60646.0,$,4.5,135,POINT (-87.76634 41.98367),IL,Cook,Chicago,Jefferson Park,269588,1,0,0,1,1,0,1,0,0,0,diner,41.98367,-87.76634
3529,Intelligentsia Cafe,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']","(41.993756500000003, -87.801368600000004)",60631.0,$$$,4.0,20,POINT (-87.8013686 41.9937565),IL,Cook,Chicago,Norwood Park East,269602,3,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,41.9937565,-87.8013686
3530,7-Eleven,"['Convenience Stores', 'Coffee & Tea']","(41.9946939409, -87.802557349205003)",60631.0,$,3.0,5,POINT (-87.802557349205 41.9946939409),IL,Cook,Chicago,Norwood Park East,269602,1,1,0,1,0,0,0,0,0,0,chain,41.9946939409,-87.802557349205
3531,Ellipsis Coffeehouse,['Coffee & Tea'],"(41.998058999999998, -87.662893999999994)",60660.0,$$,4.0,116,POINT (-87.66289399999999 41.998059),IL,Cook,Chicago,Rogers Park,269605,2,0,1,1,0,0,0,0,0,0,strictly_coffee,41.998059,-87.662894
3532,Smack Dab,"['Breakfast & Brunch', 'Cafes']","(42.004399999999997, -87.673140000000004)",60626.0,$,4.5,83,POINT (-87.67314 42.0044),IL,Cook,Chicago,Rogers Park,269605,1,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,42.0044,-87.67314
3533,Starbucks,['Coffee & Tea'],"(42.0046753605845, -87.661226029192306)",60626.0,$,3.0,57,POINT (-87.66122602919231 42.0046753605845),IL,Cook,Chicago,Rogers Park,269605,1,1,1,1,0,0,0,0,0,0,chain,42.0046753605845,-87.6612260291923
3534,Royal Coffee,['Coffee & Tea'],"(42.005379733831703, -87.661209987728)",60626.0,$,4.0,194,POINT (-87.661209987728 42.0053797338317),IL,Cook,Chicago,Rogers Park,269605,1,0,1,1,0,0,0,0,0,0,strictly_coffee,42.0053797338317,-87.661209987728
3535,Smack Dab,"['Breakfast & Brunch', 'Cafes']","(42.007447200000001, -87.666373899999996)",60626.0,$,5.0,113,POINT (-87.6663739 42.0074472),IL,Cook,Chicago,Rogers Park,269605,1,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,42.0074472,-87.6663739
3536,Common Cup,['Coffee & Tea'],"(42.007733999999999, -87.668073399999997)",60626.0,$,3.5,189,POINT (-87.6680734 42.007734),IL,Cook,Chicago,Rogers Park,269605,1,0,1,1,0,0,0,0,0,0,strictly_coffee,42.007734,-87.6680734
3537,Panaderia Ayutla,['Bakeries'],"(42.008415222167997, -87.673377990722699)",60626.0,$,4.5,29,POINT (-87.6733779907227 42.008415222168),IL,Cook,Chicago,Rogers Park,269605,1,0,0,0,0,1,0,0,0,0,bakeries,42.008415222168,-87.6733779907227
3538,Dunkin' Donuts,"['Donuts', 'Coffee & Tea']","(42.008506774902301, -87.674301147460895)",60626.0,$,3.5,14,POINT (-87.67430114746089 42.0085067749023),IL,Cook,Chicago,Rogers Park,269605,1,1,0,1,0,0,0,0,0,0,chain,42.0085067749023,-87.6743011474609
3539,XO Marshmallow,"['Desserts', 'Coffee & Tea']","(42.0088685285737, -87.661936235209495)",60626.0,$$,4.0,60,POINT (-87.6619362352095 42.0088685285737),IL,Cook,Chicago,Rogers Park,269605,2,0,0,1,0,0,0,0,0,0,other,42.0088685285737,-87.6619362352095
3540,Nibbles and Nosh,"['Coffee & Tea', 'Breakfast & Brunch']","(42.009135183512903, -87.661976967823307)",60626.0,$$,3.0,5,POINT (-87.66197696782331 42.0091351835129),IL,Cook,Chicago,Rogers Park,269605,2,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,42.0091351835129,-87.6619769678233
3541,Charmers Cafe,"['Cafes', 'Coffee & Tea', 'Ice Cream & Frozen Yogurt']","(42.016350000000003, -87.668379999999999)",60626.0,$,4.5,51,POINT (-87.66838 42.01635),IL,Cook,Chicago,Rogers Park,269605,1,0,0,1,0,0,0,0,1,0,ice_cream_and_froyo,42.01635,-87.66838
3542,Sol Cafe,"['Cafes', 'Coffee & Tea', 'Venues & Event Spaces']","(42.018993919153701, -87.672367699327097)",60626.0,$,4.5,166,POINT (-87.6723676993271 42.0189939191537),IL,Cook,Chicago,Rogers Park,269605,1,0,0,1,0,0,0,0,0,0,other,42.0189939191537,-87.6723676993271
3543,Starbucks,['Coffee & Tea'],"(41.70626, -87.670469999999995)",60643.0,$$,4.0,39,POINT (-87.67046999999999 41.70626),IL,Cook,Chicago,Beverly,272951,2,1,1,1,0,0,0,0,0,0,chain,41.70626,-87.67047
3544,B-Sides Coffee + Tea,['Coffee & Tea'],"(41.713520000000003, -87.667529999999999)",60643.0,$$,5.0,9,POINT (-87.66753 41.71352),IL,Cook,Chicago,Beverly,272951,2,0,1,1,0,0,0,0,0,0,strictly_coffee,41.71352,-87.66753
3545,Nana,"['American (New)', 'Breakfast & Brunch', 'Bars']","(41.834550484254997, -87.646041370729804)",60608.0,$$,4.0,967,POINT (-87.6460413707298 41.834550484255),IL,Cook,Chicago,Bridgeport,273035,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,41.834550484255,-87.6460413707298
3546,Red Line Cafe,"['Breakfast & Brunch', 'Coffee & Tea', 'Juice Bars & Smoothies']","(41.834704899999998, -87.632456199999993)",60616.0,$,5.0,14,POINT (-87.63245619999999 41.8347049),IL,Cook,Chicago,Bridgeport,273035,1,0,0,1,1,0,0,0,0,1,juice_and_smoothie,41.8347049,-87.6324562
3547,Jackalope Coffee & Tea House,['Coffee & Tea'],"(41.836095100000001, -87.645322800000002)",60608.0,$,4.5,267,POINT (-87.6453228 41.8360951),IL,Cook,Chicago,Bridgeport,273035,1,0,1,1,0,0,0,0,0,0,strictly_coffee,41.8360951,-87.6453228
3548,Biscotti's Galore and More,"['Bakeries', 'Specialty Food']","(41.836449999999999, -87.633189999999999)",60616.0,$,5.0,15,POINT (-87.63319 41.83645),IL,Cook,Chicago,Bridgeport,273035,1,0,0,0,0,1,0,0,0,0,bakeries,41.83645,-87.63319
3549,Bridgeport Yogurt & Cafe,"['Ice Cream & Frozen Yogurt', 'Gelato', 'Cafes']","(41.83784, -87.641524899999993)",60616.0,$$,4.5,15,POINT (-87.64152489999999 41.83784),IL,Cook,Chicago,Bridgeport,273035,2,0,0,1,0,0,0,0,1,0,ice_cream_and_froyo,41.83784,-87.6415249
3550,Bridgeport Coffee,"['Coffee & Tea', 'Sandwiches']","(41.837860107421903, -87.650848388671903)",60608.0,$,4.0,365,POINT (-87.6508483886719 41.8378601074219),IL,Cook,Chicago,Bridgeport,273035,1,0,0,1,0,0,0,0,0,0,other,41.8378601074219,-87.6508483886719
3551,Joy Cafe,['Cafes'],"(41.838341499999999, -87.633958399999997)",60616.0,$,4.5,12,POINT (-87.6339584 41.8383415),IL,Cook,Chicago,Bridgeport,273035,1,0,1,1,0,0,0,0,0,0,strictly_coffee,41.8383415,-87.6339584
3552,Impallaria Bakery & Deli,"['Bakeries', 'Delis']","(41.840159999999997, -87.641800000000003)",60616.0,$,4.0,40,POINT (-87.6418 41.84016),IL,Cook,Chicago,Bridgeport,273035,1,0,0,0,0,1,0,1,0,0,deli,41.84016,-87.6418
3553,8a5e,"['Coffee & Tea', 'IT Services & Computer Repair', 'Venues & Event Spaces']","(41.831200000000003, -87.656580000000005)",60632.0,$$,4.5,3,POINT (-87.65658000000001 41.8312),IL,Cook,Chicago,Bridgeport,273035,2,0,0,1,0,0,0,0,0,0,other,41.8312,-87.65658
3554,Bridgeport Bakery,['Bakeries'],"(41.841419999999999, -87.657759999999996)",60608.0,$,4.5,119,POINT (-87.65776 41.84142),IL,Cook,Chicago,Bridgeport,273035,1,0,0,0,0,1,0,0,0,0,bakeries,41.84142,-87.65776
3555,Portage Grounds Coffee & Tea,['Coffee & Tea'],"(41.952900999999997, -87.764705000000006)",60641.0,$,4.0,190,POINT (-87.76470500000001 41.952901),IL,Cook,Chicago,Portage Park,275083,1,0,1,1,0,0,0,0,0,0,strictly_coffee,41.952901,-87.764705
3556,Tea'se Tea Shoppe,"['Tea Rooms', 'Coffee & Tea']","(41.9531238, -87.7708315)",60634.0,$,5.0,79,POINT (-87.7708315 41.9531238),IL,Cook,Chicago,Portage Park,275083,1,0,0,1,0,0,0,0,0,0,other,41.9531238,-87.7708315
3557,Bistro 6050,"['Empanadas', 'Creperies', 'Ice Cream & Frozen Yogurt']","(41.953126479261599, -87.778702861038894)",60634.0,$,5.0,114,POINT (-87.77870286103889 41.9531264792616),IL,Cook,Chicago,Portage Park,275083,1,0,0,0,0,0,0,0,1,0,ice_cream_and_froyo,41.9531264792616,-87.7787028610389
3558,Perkolator,['Cafes'],"(41.953154300000001, -87.7782196)",60634.0,$,4.5,164,POINT (-87.7782196 41.9531543),IL,Cook,Chicago,Portage Park,275083,1,0,1,1,0,0,0,0,0,0,strictly_coffee,41.9531543,-87.7782196
3559,City News Cafe,['Coffee & Tea'],"(41.954109199999998, -87.747627300000005)",60641.0,$,4.5,71,POINT (-87.7476273 41.9541092),IL,Cook,Chicago,Portage Park,275083,1,0,1,1,0,0,0,0,0,0,strictly_coffee,41.9541092,-87.7476273
3560,Frunchroom,"['Cafes', 'Breakfast & Brunch']","(41.954159223322698, -87.748773358762307)",60641.0,$$,4.5,11,POINT (-87.74877335876231 41.9541592233227),IL,Cook,Chicago,Portage Park,275083,2,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,41.9541592233227,-87.7487733587623
3561,Antojitos Colombianos,"['Colombian', 'Empanadas', 'Cafes']","(41.957230000000003, -87.751940000000005)",60641.0,$,4.5,36,POINT (-87.75194 41.95723),IL,Cook,Chicago,Portage Park,275083,1,0,0,1,0,0,0,0,0,0,other,41.95723,-87.75194
3562,Azucar,"['Ice Cream & Frozen Yogurt', 'Coffee & Tea']","(41.842487002569101, -87.715702056884794)",60623.0,$,4.5,41,POINT (-87.71570205688479 41.8424870025691),IL,Cook,Chicago,Little Village,403117,1,0,0,1,0,0,0,0,1,0,ice_cream_and_froyo,41.8424870025691,-87.7157020568848
3563,El Nopal Bakery,['Bakeries'],"(41.844504899999997, -87.716398100000006)",60623.0,$,4.5,7,POINT (-87.71639810000001 41.8445049),IL,Cook,Chicago,Little Village,403117,1,0,0,0,0,1,0,0,0,0,bakeries,41.8445049,-87.7163981
3564,La Catedral Cafe & Restaurant,"['Cafes', 'Mexican', 'Breakfast & Brunch']","(41.846147999999999, -87.709083000000007)",60623.0,$$,4.5,233,POINT (-87.70908300000001 41.846148),IL,Cook,Chicago,Little Village,403117,2,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,41.846148,-87.709083
3565,Dunkin' Donuts,"['Coffee & Tea', 'Donuts']","(41.851722153993798, -87.705398109122498)",60623.0,$,3.0,7,POINT (-87.7053981091225 41.8517221539938),IL,Cook,Chicago,Little Village,403117,1,1,0,1,0,0,0,0,0,0,chain,41.8517221539938,-87.7053981091225
3566,Sip 22 Coffee Lounge,['Coffee & Tea'],"(41.851805034205398, -87.699244120666194)",60623.0,$,4.5,14,POINT (-87.69924412066619 41.8518050342054),IL,Cook,Chicago,Little Village,403117,1,0,1,1,0,0,0,0,0,0,strictly_coffee,41.8518050342054,-87.6992441206662
3567,Edge of Sweetness,"['Bakeries', 'Coffee & Tea', 'Gluten-Free']","(41.992020099999998, -87.660464899999994)",60660.0,$,4.0,47,POINT (-87.66046489999999 41.9920201),IL,Cook,Chicago,Edgewater Glen,403258,1,0,0,1,0,1,0,0,0,0,bakeries,41.9920201,-87.6604649
3568,Heritage Outpost,['Coffee & Tea'],"(41.965130000000002, -87.663390000000007)",60640.0,$$,4.5,70,POINT (-87.66339000000001 41.96513),IL,Cook,Chicago,Sheridan Park,403265,2,0,1,1,0,0,0,0,0,0,strictly_coffee,41.96513,-87.66339
3569,Kāl'ish,"['Vegan', 'Burgers', 'Desserts']","(41.9651912, -87.662908700000003)",60640.0,$$,4.5,136,POINT (-87.6629087 41.9651912),IL,Cook,Chicago,Sheridan Park,403265,2,0,0,0,0,0,0,0,0,0,other,41.9651912,-87.6629087
3570,Emerald City Coffee,['Coffee & Tea'],"(41.965418403266902, -87.660558101228901)",60640.0,$,4.5,53,POINT (-87.6605581012289 41.9654184032669),IL,Cook,Chicago,Sheridan Park,403265,1,0,1,1,0,0,0,0,0,0,strictly_coffee,41.9654184032669,-87.6605581012289
3571,7-Eleven,"['Convenience Stores', 'Coffee & Tea']","(41.95693, -87.664029999999997)",60613.0,$$,5.0,1,POINT (-87.66403 41.95693),IL,Cook,Chicago,Graceland West,403267,2,1,0,1,0,0,0,0,0,0,chain,41.95693,-87.66403
3572,Real Kitchen,"['Food Delivery Services', 'Caterers', 'Sandwiches']","(41.9612561, -87.666504099999997)",60613.0,$$,4.5,188,POINT (-87.6665041 41.9612561),IL,Cook,Chicago,Graceland West,403267,2,0,0,0,0,0,0,0,0,0,other,41.9612561,-87.6665041
3573,7-Eleven,"['Convenience Stores', 'Coffee & Tea']","(41.961273264771997, -87.666043947774497)",60613.0,$,3.5,2,POINT (-87.6660439477745 41.961273264772),IL,Cook,Chicago,Graceland West,403267,1,1,0,1,0,0,0,0,0,0,chain,41.961273264772,-87.6660439477745
3574,Dunkin' Donuts,"['Coffee & Tea', 'Donuts']","(41.961584910750403, -87.666664570570006)",60613.0,$,3.5,19,POINT (-87.66666457057001 41.9615849107504),IL,Cook,Chicago,Graceland West,403267,1,1,0,1,0,0,0,0,0,0,chain,41.9615849107504,-87.66666457057
3575,La Capannina Coffee,['Coffee & Tea'],"(41.94482, -87.816140000000004)",60634.0,$,3.5,3,POINT (-87.81614 41.94482),IL,Cook,Chicago,Belmont Heights,403283,1,0,1,1,0,0,0,0,0,0,strictly_coffee,41.94482,-87.81614
3576,7-Eleven,"['Convenience Stores', 'Coffee & Tea']","(41.961500000000001, -87.701210000000003)",60618.0,$,3.0,3,POINT (-87.70121 41.9615),IL,Cook,Chicago,Ravenswood Manor,403290,1,1,0,1,0,0,0,0,0,0,chain,41.9615,-87.70121
3577,First Slice,"['American (New)', 'Cafes']","(41.9661744, -87.701077100000006)",60625.0,$,4.5,98,POINT (-87.70107710000001 41.9661744),IL,Cook,Chicago,Ravenswood Manor,403290,1,0,0,1,0,0,0,0,0,0,other,41.9661744,-87.7010771
3578,Fennel & Iris,"['American (New)', 'Breakfast & Brunch']","(41.939937999999998, -87.670760999999999)",60657.0,$$,4.0,67,POINT (-87.670761 41.939938),IL,Cook,Chicago,Roscoe Village,403292,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,41.939938,-87.670761
